id,price
2591820310,373483.4834640447
7974200820,863069.7758784693
7701450110,1181339.3178442086
9522300010,1812671.3352571947
9510861140,743706.8111413976
1761300310,269828.9662378348
7732410120,763207.6568266065
7010701383,594465.1003496374
291310170,429657.32372870756
4232901990,564080.5705849421
6840701125,629048.401606604
3971700580,377757.00941075437
4202400078,241140.78932862234
6064800090,371009.45308504486
2626119028,242539.4369501324
3303980660,1035282.6239298086
862000020,798170.7907361853
2386000070,946138.5327298664
1138000450,376308.6681187074
1775800420,474658.9416165111
2291401425,449801.858591171
2025770560,914599.0935035588
3525069037,688533.6261607311
9324800450,590811.0588679899
8080400136,551590.9654905159
8651540040,525768.3788441085
9407001790,243807.86525849823
1773101530,204970.05824221703
9432900250,358003.9874566198
1794500695,605633.5606156382
2220069003,289817.9981010898
923000120,477986.87933359254
5728000060,533466.1721284481
16000200,283392.0896925704
1926059094,436080.9254010172
6672900220,929513.4681199916
3629860060,840953.3075392519
1822069109,385673.7905551577
6675500105,377613.2830565263
249000180,1742405.5923261903
226059065,485583.2587098337
396100110,255603.82330899124
9264450460,359637.89359166584
7853361210,406197.89495194255
9474700020,261341.48379256722
421000455,222789.7282929961
3755200220,395604.96145030874
7960100075,515211.9575987789
9477100490,410106.85174928565
9138100350,735717.0498871339
1624049275,434696.1720401018
2770606890,510550.090917942
1157200189,411439.0979284027
2770601800,511468.3397170996
9301300805,558593.461521718
2325069032,1170745.5534253689
1021079099,374246.0616040878
7215730040,755178.6454240363
1853200080,419371.14619562286
3224600340,695794.1063856952
3222049120,404982.2228461837
2113700025,281425.1084504029
7893207925,220006.3682549032
3586501085,552629.3816576693
8024200010,471820.54358607
7116500705,185722.71596762448
1598600209,340068.96392598946
7204200025,822127.3939381916
4206901505,578661.2000713757
2937300440,931270.6084745058
7205000180,333198.8670695201
8718500665,373039.98633213056
5318101765,891971.6786282182
4122700020,914375.4479216499
8078700020,494657.6269462027
3303980680,897418.092532303
8924100372,1373346.992479646
2781270210,212865.13774423217
519000043,571695.2283258236
3225069301,1554164.2456296398
151000075,765717.7004354119
2297400020,450334.79753327405
6617500085,672234.2564445377
104510180,250751.7957152744
3528900060,1043655.6899032299
3345100286,534090.7978605599
1226039130,456809.5725954517
8712100720,763952.021215678
3037200010,383175.09345776547
3626039268,430440.6970914776
104510230,250319.25078740774
5112800060,386339.9309379279
6072400280,599361.311667005
5317100570,1208673.1701589508
9528102993,527110.6985922549
2919201095,484397.66743582883
6181400920,276152.1088335983
185000161,258400.89828802296
8691400010,758708.1435179986
3345700165,534616.2793458126
6151800486,219473.12507570817
4340000080,1156659.7775003552
4136960010,561351.8696907021
3634100030,353823.5836908358
1624059224,1129740.8938183384
2788400090,266407.7822485997
9828200762,541233.5940523492
7524400250,533732.7625858207
3528000290,728787.6021269904
5700003630,2275772.563611841
2720069019,272884.32945742004
7227501170,220287.7077284944
2397101270,625542.6254453952
6792100090,758896.8000918524
2770602265,553274.5488404229
3971700937,294724.4568349329
422049203,232674.6439796831
3076500830,230306.07369370444
1423400260,275159.95661961753
9161100795,391893.0960018917
3126049052,513301.70204162033
5100401468,418900.76041132456
514500235,402708.4034495644
1423200170,203257.54985536728
1402100070,395638.26631002926
624110020,801755.3805924956
2407000145,216337.7991025199
1890000225,855944.4883028334
1320069271,344425.6493591727
5490700085,390963.6926218007
263000155,461388.6879250135
3726800201,460449.5285472395
5153200358,318080.3533705179
2725079018,771894.1216585302
7165700200,275007.905007298
9429000170,553695.1754614579
8718500075,351443.091046758
1760650950,328448.0895979207
1068000559,1130559.41419046
4113800500,661329.7130206139
4077800507,551714.9472977559
2725069150,741573.8606721193
4008400035,638407.6316781761
7016310270,445912.50591406977
1432701230,216449.76037195203
3278606050,351230.2444031692
2473350710,398213.2963070053
2185000685,169430.4406175689
7792000025,446973.78891003
6868200029,529042.6904178408
624069003,745812.8587358816
7431500280,774052.701828661
3296000040,595712.8555466635
1118001215,1581222.0537401577
6453900040,756760.7007007553
333100209,726870.0551278775
34001765,639966.9924503673
8946700100,396165.09117342794
5561401210,609479.305402731
6671900095,345498.0164602042
3275850020,710954.076995153
3876300600,424858.37826369394
1450900020,267554.01088010124
8562780280,307471.6079039972
7663700973,354711.9722838675
2126049032,358894.3385335182
1823059159,181481.74439883188
3438503426,266209.4062197557
9297301495,498145.272716577
7140700850,405790.387353792
7942601805,719273.6254572105
2555900030,350071.4914415328
2887970040,289529.7685741263
7419700010,630850.4613389174
2239000011,385961.1761539787
9283800050,361268.4830848967
9407001340,240742.08749539495
217500140,556360.4420065047
7212660520,267321.5793399928
3298201170,326271.60998110025
3057000400,297520.63718617335
6865200444,486644.54756313015
6071600340,527803.4224041139
6821600005,722749.5839233852
1235100371,800164.8677603838
7796450340,370197.0798015077
3603000410,190185.2101975947
9297300255,527242.7047199924
9126100850,550554.653726392
2770601462,543829.3079376839
2599001500,226019.21369798575
1102000095,732688.8551708582
1853080640,961403.5491734573
9551201585,923300.8919936728
3438500796,256615.59221551422
7518504291,545339.3027764686
9269200340,449011.52095476195
715010130,1555823.1912739137
1982201485,674664.5174322206
9526500080,409179.479657143
9277200180,437717.432907681
6669150280,312748.6388804108
8917100153,619906.1660726584
3760500516,1020425.8097874083
2725069050,896696.8895767415
3332000091,373902.79038805736
8562770080,602971.6989483872
8151601190,290035.6763956716
8563040160,644164.4684615319
240000269,687138.5949253708
4307350200,331103.93573266966
1311910300,291771.61437378224
3574900030,506949.2307764687
7853230570,473593.25513284426
320069049,349339.99203063606
9839301060,762264.6115613949
7011201333,609692.4111320955
2781320100,266149.36865536944
3421069120,461652.3960035045
7852030320,513650.39992016956
5316101075,2287993.338064361
5309100750,556655.5803452544
629000730,664608.6157148938
511700170,297776.74337018473
1562100030,544703.1285242612
2489200230,563414.1908478957
524069116,523258.23704026797
5315100737,955742.7488761713
1868900675,881541.5326243622
1608000120,357878.45990438736
705700240,368359.29176976177
7575600610,281883.50266156055
1778500015,854769.7427940186
5423500240,201350.03410512663
6713700025,324714.9824583677
2734100734,321313.5276732346
301402280,216298.1858071886
2113700205,286980.4019270396
4114601570,3091684.084219173
3332000615,352112.710798999
3630050180,354306.26214496436
6852700520,518080.623350712
6870310010,700957.5973060757
6163900981,326236.78126969555
393000142,380050.28124996996
1771100130,321291.7837955852
1442860160,393407.19337094575
9191200435,624136.9460607183
6788200800,1052315.5834079988
1115300070,689165.7806736911
3176600105,822422.4203790048
2770604665,567900.6881463378
5469500580,406263.5150259398
5680000545,444383.49284865474
3424089119,546237.2599739481
1328300180,364894.28994112945
1773100922,366819.9106432615
4123830480,343491.3885325403
9808610190,929762.2916695006
4250200140,288030.6118768946
4217402115,3785695.9970941152
3831250350,376305.7488152361
2397101055,845892.7259359439
6817850110,852505.4400630638
7526800200,647597.0801310107
7853370100,662045.2057145784
2523089025,859753.8622483077
9476200680,259187.38656714107
5714200140,412710.5931364172
3575304895,546698.297941361
263000018,439043.30417905335
8080400177,517144.05072152964
6450304130,299951.4477697614
514500090,532452.1772214448
9477000300,438627.5538902996
853600310,1244720.5232322372
1951600240,189935.94806259024
1099900120,343033.1499122296
5323100120,565697.3175746776
1223089016,427452.6291277025
522059172,251508.63515748482
1930300190,700071.8294045575
9542840410,320848.51111887133
8665050530,516678.1067043584
5592900205,367802.0765493378
5450300010,631212.1749504207
2459960030,347749.02080506284
3331500455,556886.4000081088
3432500705,413261.33877189294
3702900165,300092.9990233604
5249803550,624399.6764640041
626049058,455828.265979826
1788900380,168312.8471817239
8075400360,214521.0072395888
9113200250,749911.6508014187
2738640040,699011.1763058493
7821200307,497703.7493684722
3530440140,232070.90395565642
3582700130,438787.0317665684
9276200569,726078.2014852948
7197800020,597041.0382877693
686200490,534528.6423249302
3501600100,372418.8331313603
6383000690,605869.3010155596
7604400150,325741.96934497234
5249801411,716477.5018469089
2607720420,470551.70176796673
